size,n_groups,max_group_size,formula,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
4,1,4,gap&mrg&ovl&tzi,1,0,54.75,4.47,52.86227106227107,48.66666666666667,4.38,102,14.562698412698413,10.259642857142858,18.790615079365082,1.81,4.887037037037037,2.0738425925925923,7.800509259259258,9.883333333333333,6.2775,13.586944444444441
3,1,3,gap&mrg&ovl,1,0,55.75,4.39,52.751159951159956,48.66666666666667,4.343333333333334,111,14.4515873015873,10.139186507936508,18.785059523809526,1.7733333333333334,4.775925925925926,2.0370370370370368,7.655648148148147,9.772222222222222,6.263472222222221,13.457777777777777
4,1,4,as&cnf&mrg&ovl,1,1,52.75,4.4,52.751159951159956,48.66666666666667,4.35,149,14.4515873015873,10.585317460317462,18.759384920634922,1.78,4.775925925925926,1.8700925925925922,7.495231481481482,9.772222222222222,6.188888888888889,13.48486111111111
4,1,4,as&gap&mrg&tzi,1,1,53.75,4.46,52.640048840048834,48.66666666666667,4.276666666666666,139,14.34047619047619,10.496686507936507,18.557242063492062,1.7066666666666668,4.6648148148148145,1.9530092592592592,7.5539351851851855,9.661111111111111,6.287777777777778,13.18486111111111
5,1,5,as&cnf&gap&mrg&tzi,1,1,53.75,4.52,52.640048840048834,48.66666666666667,4.316666666666666,139,14.34047619047619,10.496686507936507,18.557242063492062,1.7466666666666666,4.6648148148148145,1.9530092592592592,7.5539351851851855,9.661111111111111,6.287777777777778,13.18486111111111
3,1,3,as&gap&mrg,1,1,53.75,4.36,52.52893772893773,48.66666666666667,4.226666666666667,154,14.229365079365078,10.333333333333334,18.44686507936508,1.6566666666666667,4.553703703703704,1.8425925925925926,7.479907407407406,9.55,6.133333333333333,13.05208333333333
3,1,3,as&mrg&ovl,1,1,52.75,4.35,52.52893772893773,48.66666666666667,4.266666666666667,151,14.229365079365078,10.388273809523808,18.537162698412697,1.6966666666666668,4.553703703703704,1.7304629629629629,7.304444444444444,9.55,5.888472222222221,13.239027777777778
4,1,4,as&cnf&gap&mrg,1,1,53.75,4.44,52.52893772893773,48.66666666666667,4.27,154,14.229365079365078,10.333333333333334,18.44686507936508,1.7,4.553703703703704,1.8425925925925926,7.479907407407406,9.55,6.133333333333333,13.05208333333333
3,1,3,cnf&mrg&ovl,1,0,53.0,4.07,52.50115995115995,48.333333333333336,4.156666666666666,176,14.2015873015873,10.09202380952381,18.624603174603177,1.5866666666666667,4.525925925925925,1.7027777777777777,7.455277777777777,9.522222222222222,6.330555555555556,13.21111111111111
3,1,3,as&mrg&tzi,1,1,53.75,4.32,52.47338217338218,48.66666666666667,4.126666666666667,163,14.173809523809524,10.355456349206348,18.37422619047619,1.5566666666666666,4.498148148148148,1.7858333333333334,7.316111111111109,9.494444444444444,6.110277777777777,13.0
4,1,4,as&cnf&mrg&tzi,1,1,53.75,4.38,52.47338217338218,48.66666666666667,4.176666666666667,163,14.173809523809524,10.355456349206348,18.37422619047619,1.6066666666666667,4.498148148148148,1.7858333333333334,7.316111111111109,9.494444444444444,6.110277777777777,13.0
4,1,4,as&cnf&ovl&tzi,0,1,51.74999999999999,4.53,52.3956043956044,48.333333333333336,4.483333333333333,104,14.096031746031745,10.229067460317461,18.29716269841269,1.9133333333333333,4.420370370370371,1.2420833333333332,7.43212962962963,9.416666666666666,6.277083333333334,13.194444444444443
5,1,5,as&cnf&gap&ovl&tzi,0,1,52.75,4.64,52.3956043956044,48.333333333333336,4.573333333333333,87,14.096031746031745,10.229067460317461,18.29716269841269,2.0033333333333334,4.420370370370371,1.2420833333333332,7.43212962962963,9.416666666666666,6.277083333333334,13.194444444444443
4,1,4,cnf&gap&mrg&tzi,1,0,52.75,4.37,52.306715506715506,48.333333333333336,4.226666666666667,147,14.007142857142856,9.983690476190477,18.223948412698416,1.6566666666666667,4.3314814814814815,1.6293981481481483,7.1930092592592585,9.327777777777778,6.027777777777777,12.834583333333333
3,1,3,cnf&gap&mrg,1,0,53.75,4.25,52.19560439560439,48.333333333333336,4.17,162,13.896031746031746,9.855,18.114325396825397,1.6,4.22037037037037,1.517777777777778,7.054814814814813,9.216666666666667,5.965416666666666,12.686249999999996
3,1,3,cnf&mrg&tzi,1,0,52.75,4.2,52.140048840048834,48.333333333333336,4.08,171,13.840476190476192,9.830615079365081,18.05728174603175,1.51,4.1648148148148145,1.3683333333333336,7.026342592592592,9.161111111111111,5.911111111111111,12.58
3,1,3,cnf&ovl&tzi,0,0,51.74999999999999,4.32,52.06227106227107,48.0,4.373333333333333,124,13.762698412698413,9.753948412698412,17.964623015873016,1.8033333333333332,4.087037037037038,0.8888888888888888,7.099027777777776,9.083333333333334,5.944444444444444,12.613194444444439
4,1,4,cnf&gap&ovl&tzi,0,0,52.75,4.49,52.06227106227107,48.0,4.473333333333334,105,13.762698412698413,9.753948412698412,17.964623015873016,1.9033333333333333,4.087037037037038,0.8888888888888888,7.099027777777776,9.083333333333334,5.944444444444444,12.613194444444439
